type, client, tx, amount
withdrawal, 38, 4035, 1067.0728
dispute, 19, 1870,
deposit, 36, 4036, 3628.6062
withdrawal, 42, 4037, 1001.2855
deposit, 6, 4038, 1643.8742
deposit, 31, 4039, 103.4546
deposit, 48, 4040, 3655.0829
deposit, 19, 4041, 3359.0544
deposit, 28, 4042, 1020.4667
deposit, 7, 4043, 3825.4635
withdrawal, 35, 4044, 3457.7875
dispute, 5, 27,
dispute, 16, 3980,
deposit, 18, 4045, 4825.7184
withdrawal, 29, 4046, 1687.6493
withdrawal, 50, 4047, 2672.9595
deposit, 31, 4048, 3339.9919
deposit, 6, 4049, 1781.2954
deposit, 12, 4050, 1939.4035
resolve, 17, 2807,
deposit, 50, 4051, 432.1211
withdrawal, 10, 4052, 1710.5060
withdrawal, 45, 4053, 2674.0462
deposit, 49, 4054, 3157.8513
deposit, 25, 4055, 3963.3266
deposit, 33, 4056, 3879.3109
withdrawal, 11, 4057, 950.7185
withdrawal, 50, 4058, 2931.7724
withdrawal, 48, 4059, 1133.7561
dispute, 50, 2842,
deposit, 21, 4060, 3212.6369
deposit, 3, 4061, 181.8975
deposit, 37, 4062, 1777.1074
deposit, 24, 4063, 3243.5842
dispute, 1, 629,
withdrawal, 9, 4064, 4215.1119
withdrawal, 36, 4065, 3830.6258
deposit, 31, 4066, 2471.7271
deposit, 47, 4067, 3807.9200
withdrawal, 3, 4068, 3930.7311
dispute, 16, 1917,
deposit, 3, 4069, 4293.2846
deposit, 20, 4070, 3324.1184
deposit, 45, 4071, 1291.4071
dispute, 10, 441,
withdrawal, 34, 4072, 1818.9263
deposit, 48, 4073, 1499.1007
withdrawal, 19, 4074, 1638.7693
withdrawal, 9, 4075, 4657.0516
deposit, 7, 4076, 1812.6609
deposit, 17, 4077, 3839.9939
deposit, 8, 4078, 913.0949
deposit, 6, 4079, 1157.5970
withdrawal, 49, 4080, 2751.0420
withdrawal, 6, 4081, 4057.8855
withdrawal, 37, 4082, 4351.5021
deposit, 36, 4083, 3289.4986
deposit, 26, 4084, 3761.5097
deposit, 27, 4085, 464.8375
deposit, 48, 4086, 260.2674
deposit, 38, 4087, 20.0473
deposit, 3, 4088, 2346.1156
deposit, 35, 4089, 534.4548
deposit, 36, 4090, 4475.1226
withdrawal, 22, 4091, 841.8991
deposit, 37, 4092, 3503.4874
withdrawal, 2, 4093, 2351.5784
resolve, 9, 603,
withdrawal, 27, 4094, 26.4325
withdrawal, 18, 4095, 2883.4538
deposit, 13, 4096, 2463.2641
withdrawal, 28, 4097, 1055.0377
deposit, 13, 4098, 4125.1269
withdrawal, 9, 4099, 2022.6030
deposit, 38, 4100, 1438.3138
deposit, 8, 4101, 3534.5218
deposit, 39, 4102, 2488.3862
withdrawal, 26, 4103, 2953.6868
deposit, 45, 4104, 640.9553
deposit, 42, 4105, 2901.0206
deposit, 16, 4106, 662.2430
withdrawal, 16, 4107, 3724.4008
deposit, 44, 4108, 1973.5939
withdrawal, 18, 4109, 4796.9991
deposit, 42, 4110, 1051.0249
deposit, 45, 4111, 68.7997
deposit, 14, 4112, 2235.3726
dispute, 42, 1390,
withdrawal, 27, 4113, 1893.6233
deposit, 18, 4114, 2217.0589
deposit, 41, 4115, 729.5775
dispute, 13, 2173,
deposit, 32, 4116, 2444.5676
deposit, 4, 4117, 1260.5564
resolve, 11, 487,
deposit, 48, 4118, 2293.7381
deposit, 27, 4119, 552.0825
deposit, 19, 4120, 1396.6405
dispute, 1, 604,
deposit, 38, 4121, 2272.1453
withdrawal, 15, 4122, 2246.7154
deposit, 18, 4123, 4197.3399
deposit, 18, 4124, 802.2915
deposit, 9, 4125, 85.7290
deposit, 32, 4126, 1922.9083
resolve, 36, 588,
withdrawal, 18, 4127, 3606.2134
dispute, 45, 2274,
deposit, 48, 4128, 2018.5738
deposit, 7, 4129, 1206.1289
withdrawal, 16, 4130, 3788.6846
withdrawal, 36, 4131, 4279.2508
withdrawal, 34, 4132, 4609.1374
resolve, 34, 771,
withdrawal, 50, 4133, 3448.1889
withdrawal, 37, 4134, 1706.4813
deposit, 12, 4135, 542.3313
withdrawal, 49, 4136, 2124.2434
withdrawal, 18, 4137, 2930.9618
withdrawal, 43, 4138, 4209.5501
deposit, 37, 4139, 1784.4376
deposit, 40, 4140, 981.3438
deposit, 3, 4141, 4288.9822
deposit, 49, 4142, 1205.8357
withdrawal, 15, 4143, 2154.1160
withdrawal, 45, 4144, 381.3414
dispute, 9, 1125,
deposit, 30, 4145, 2061.7994
deposit, 5, 4146, 513.0759
deposit, 36, 4147, 2206.4059
deposit, 48, 4148, 1072.6688
resolve, 3, 2151,
withdrawal, 8, 4149, 4956.5779
deposit, 29, 4150, 4465.5137
deposit, 16, 4151, 3058.8702
withdrawal, 17, 4152, 3955.4977
deposit, 41, 4153, 4691.3586
withdrawal, 31, 4154, 3444.9835
withdrawal, 43, 4155, 3786.6320
deposit, 32, 4156, 4085.3271
deposit, 27, 4157, 4437.3414
resolve, 33, 3780,
deposit, 1, 4158, 2135.5286
withdrawal, 23, 4159, 3766.6370
deposit, 11, 4160, 134.4970
withdrawal, 41, 4161, 2858.5212
deposit, 13, 4162, 860.3412
deposit, 48, 4163, 226.0209
deposit, 14, 4164, 988.2234
deposit, 4, 4165, 3308.3064
withdrawal, 9, 4166, 157.4546
withdrawal, 47, 4167, 1020.8181
withdrawal, 49, 4168, 1497.9683
dispute, 10, 1655,
deposit, 31, 4169, 1890.4308
withdrawal, 3, 4170, 2665.1484
dispute, 27, 1683,
deposit, 5, 4171, 768.6986
deposit, 15, 4172, 3498.4377
withdrawal, 46, 4173, 2601.3094
resolve, 44, 2300,
deposit, 38, 4174, 4922.0376
withdrawal, 11, 4175, 4143.8777
resolve, 43, 1550,
dispute, 12, 1689,
deposit, 21, 4176, 1301.1434
dispute, 47, 1195,
dispute, 26, 2658,
deposit, 6, 4177, 4373.6237
deposit, 45, 4178, 633.8948
resolve, 48, 555,
resolve, 36, 2540,
deposit, 46, 4179, 3688.0614
dispute, 34, 771,
withdrawal, 16, 4180, 4540.0063
deposit, 39, 4181, 2718.3526
deposit, 35, 4182, 2761.3866
deposit, 35, 4183, 467.6827
deposit, 36, 4184, 680.8998
dispute, 28, 1342,
deposit, 15, 4185, 3493.8776
deposit, 10, 4186, 3124.2003
deposit, 47, 4187, 3169.2724
deposit, 49, 4188, 1609.2121
deposit, 18, 4189, 4963.7594
dispute, 3, 4141,
dispute, 43, 265,
dispute, 6, 4079,
deposit, 6, 4190, 413.1631
resolve, 7, 2721,
withdrawal, 24, 4191, 286.2380
deposit, 39, 4192, 129.2064
withdrawal, 23, 4193, 1564.2202
dispute, 33, 1119,
dispute, 11, 3734,
withdrawal, 31, 4194, 1435.9191
deposit, 50, 4195, 383.0195
withdrawal, 49, 4196, 1444.8860
withdrawal, 3, 4197, 1570.5682
deposit, 33, 4198, 2173.4497
withdrawal, 39, 4199, 244.2658
withdrawal, 16, 4200, 1889.4788
withdrawal, 6, 4201, 1807.3338
deposit, 34, 4202, 749.7931
deposit, 8, 4203, 1179.0089
deposit, 18, 4204, 2558.4129
deposit, 24, 4205, 3306.6196
deposit, 11, 4206, 3925.6996
deposit, 3, 4207, 2762.7167
deposit, 31, 4208, 265.1837
withdrawal, 27, 4209, 3010.5126
dispute, 30, 158,
withdrawal, 50, 4210, 3121.9907
deposit, 34, 4211, 923.8322
resolve, 18, 2942,
deposit, 17, 4212, 4174.4911
withdrawal, 36, 4213, 4576.1746
deposit, 17, 4214, 3127.8921
resolve, 42, 2612,
deposit, 16, 4215, 2578.3168
withdrawal, 49, 4216, 938.4201
deposit, 26, 4217, 1338.9973
deposit, 5, 4218, 707.5049
deposit, 44, 4219, 1475.7556
withdrawal, 37, 4220, 3225.9304
deposit, 20, 4221, 2038.2061
dispute, 16, 576,
dispute, 24, 2665,
deposit, 14, 4222, 520.4645
dispute, 17, 2085,
withdrawal, 19, 4223, 4727.2642
dispute, 11, 1853,
dispute, 3, 4061,
withdrawal, 44, 4224, 1845.2381
resolve, 12, 3186,
withdrawal, 2, 4225, 3343.3219
deposit, 20, 4226, 2055.9582
resolve, 19, 1279,
deposit, 50, 4227, 1129.3321
withdrawal, 16, 4228, 2780.4517
deposit, 12, 4229, 4152.0782
withdrawal, 47, 4230, 4862.3806
withdrawal, 45, 4231, 307.6505
withdrawal, 3, 4232, 1448.4810
resolve, 19, 1870,
deposit, 49, 4233, 4119.6879
deposit, 34, 4234, 1288.5855
withdrawal, 46, 4235, 610.9022
deposit, 10, 4236, 4029.7400
withdrawal, 46, 4237, 2999.2760
deposit, 47, 4238, 4392.9827
deposit, 4, 4239, 3032.2825
withdrawal, 38, 4240, 457.0935
deposit, 32, 4241, 1083.9114
deposit, 21, 4242, 4997.2179
withdrawal, 27, 4243, 4274.0677
withdrawal, 6, 4244, 4590.6520
deposit, 33, 4245, 2483.3320
deposit, 25, 4246, 476.5391
withdrawal, 27, 4247, 3894.5668
deposit, 34, 4248, 4459.1195
deposit, 12, 4249, 1043.5178
deposit, 2, 4250, 2930.4515
deposit, 27, 4251, 560.0732
deposit, 39, 4252, 2619.3488
withdrawal, 45, 4253, 1886.4557
withdrawal, 45, 4254, 2486.7583
withdrawal, 39, 4255, 598.5048
resolve, 27, 4027,
withdrawal, 14, 4256, 1958.8071
deposit, 23, 4257, 669.6316
dispute, 20, 2937,
deposit, 41, 4258, 3859.3371
deposit, 35, 4259, 1461.2175
dispute, 34, 4248,
deposit, 9, 4260, 3782.6060
deposit, 11, 4261, 4074.7321
withdrawal, 14, 4262, 3032.8417
deposit, 5, 4263, 1200.7120
deposit, 22, 4264, 2091.3450
dispute, 3, 1954,
deposit, 9, 4265, 2598.4013
deposit, 48, 4266, 214.2673
deposit, 2, 4267, 3890.0922
deposit, 32, 4268, 4677.9617
withdrawal, 48, 4269, 231.7921
deposit, 8, 4270, 3731.7146
resolve, 2, 540,
deposit, 34, 4271, 4424.6867
deposit, 26, 4272, 4422.6980
deposit, 49, 4273, 136.3477
resolve, 30, 347,
dispute, 7, 1051,
dispute, 22, 3183,
withdrawal, 36, 4274, 917.0196
withdrawal, 32, 4275, 3131.8915
resolve, 49, 2184,
deposit, 34, 4276, 4156.9577
deposit, 3, 4277, 579.1429
withdrawal, 36, 4278, 24.7952
deposit, 29, 4279, 3901.2163
withdrawal, 16, 4280, 2384.4345
withdrawal, 36, 4281, 3683.2906
deposit, 27, 4282, 230.6030
deposit, 24, 4283, 3072.5428
withdrawal, 7, 4284, 3335.1288
dispute, 45, 4111,
withdrawal, 24, 4285, 4965.9525
deposit, 5, 4286, 4016.4326
withdrawal, 12, 4287, 4674.8080
withdrawal, 29, 4288, 4959.4705
withdrawal, 11, 4289, 2014.2754
withdrawal, 37, 4290, 3118.8779
dispute, 50, 2227,
dispute, 36, 4090,
dispute, 47, 2554,
deposit, 6, 4291, 4445.7569
withdrawal, 35, 4292, 3917.6538
deposit, 41, 4293, 4759.6757
deposit, 22, 4294, 2826.6994
deposit, 50, 4295, 2502.1920
dispute, 40, 1237,
dispute, 13, 2161,
dispute, 19, 2256,
deposit, 26, 4296, 2819.5757
withdrawal, 4, 4297, 2039.0956
deposit, 36, 4298, 2364.8878
deposit, 8, 4299, 2285.9075
deposit, 2, 4300, 3209.6798
resolve, 14, 1467,
deposit, 34, 4301, 3033.6554
deposit, 43, 4302, 3012.0005
withdrawal, 16, 4303, 4492.6095
dispute, 43, 2001,
deposit, 1, 4304, 4486.2540
deposit, 43, 4305, 589.0265
deposit, 45, 4306, 2831.3392
dispute, 2, 873,
deposit, 26, 4307, 2952.5607
withdrawal, 44, 4308, 733.0614
deposit, 6, 4309, 3918.0043
withdrawal, 25, 4310, 1723.5872
withdrawal, 14, 4311, 74.6656
dispute, 28, 1545,
withdrawal, 50, 4312, 951.4331
resolve, 37, 397,
dispute, 17, 2186,
withdrawal, 35, 4313, 744.7603
withdrawal, 50, 4314, 1553.7136
dispute, 41, 582,
deposit, 31, 4315, 3761.6643
deposit, 43, 4316, 4261.0388
deposit, 26, 4317, 4536.6951
deposit, 4, 4318, 583.9198
deposit, 25, 4319, 2519.4967
withdrawal, 43, 4320, 966.6646
deposit, 2, 4321, 239.5809
withdrawal, 34, 4322, 279.9314
withdrawal, 6, 4323, 1465.1730
withdrawal, 48, 4324, 1606.9640
withdrawal, 50, 4325, 885.9461
resolve, 13, 2671,
deposit, 27, 4326, 3134.8884
deposit, 24, 4327, 1102.5539
deposit, 2, 4328, 4478.5924
deposit, 39, 4329, 1407.5048
resolve, 46, 3505,
deposit, 26, 4330, 3814.8318
deposit, 9, 4331, 2981.5601
withdrawal, 36, 4332, 3993.3350
dispute, 32, 3036,
withdrawal, 4, 4333, 4909.9123
dispute, 39, 220,
withdrawal, 26, 4334, 4682.8724
deposit, 17, 4335, 335.7906
deposit, 13, 4336, 2269.3322
deposit, 9, 4337, 4770.9662
deposit, 46, 4338, 4653.0552
withdrawal, 26, 4339, 543.5665
deposit, 6, 4340, 2321.2752
deposit, 11, 4341, 3390.1635
deposit, 11, 4342, 2.3223
dispute, 49, 3719,
withdrawal, 21, 4343, 661.7815
deposit, 37, 4344, 4882.1655
deposit, 13, 4345, 1091.2687
deposit, 43, 4346, 2725.9440
deposit, 38, 4347, 245.9211
deposit, 38, 4348, 1615.1134
deposit, 26, 4349, 1470.0826
deposit, 7, 4350, 2155.7988
deposit, 4, 4351, 1182.5376
deposit, 17, 4352, 4160.0021
deposit, 35, 4353, 541.4132
withdrawal, 30, 4354, 3704.5823
deposit, 33, 4355, 851.5910
withdrawal, 1, 4356, 4169.7893
withdrawal, 32, 4357, 4471.3312
deposit, 12, 4358, 511.6899
deposit, 34, 4359, 4652.9277
withdrawal, 37, 4360, 2730.6254
withdrawal, 32, 4361, 3921.9727
deposit, 29, 4362, 1169.3226
withdrawal, 15, 4363, 4373.6663
deposit, 8, 4364, 4240.3804
deposit, 44, 4365, 4979.5753
dispute, 22, 196,
withdrawal, 32, 4366, 3928.0385
deposit, 47, 4367, 3183.2508
withdrawal, 8, 4368, 2267.8687
withdrawal, 26, 4369, 4304.5202
dispute, 26, 4307,
deposit, 1, 4370, 1825.4316
withdrawal, 35, 4371, 718.1475
withdrawal, 11, 4372, 902.2449
deposit, 21, 4373, 3369.4152
withdrawal, 26, 4374, 3393.7357
withdrawal, 1, 4375, 3886.4329
withdrawal, 29, 4376, 4685.2938
withdrawal, 26, 4377, 2847.1590
resolve, 34, 275,
withdrawal, 37, 4378, 693.7205
resolve, 30, 1046,
withdrawal, 16, 4379, 2149.8054
dispute, 19, 969,
deposit, 9, 4380, 4460.8828
resolve, 22, 568,
deposit, 43, 4381, 4208.8195
withdrawal, 47, 4382, 2991.1145
withdrawal, 33, 4383, 4845.3281
deposit, 20, 4384, 4412.4559
withdrawal, 48, 4385, 3048.6499
deposit, 5, 4386, 3236.3538
withdrawal, 29, 4387, 3130.3293
withdrawal, 49, 4388, 4564.5936
resolve, 29, 282,
deposit, 35, 4389, 2008.2667
deposit, 13, 4390, 2696.3506
withdrawal, 12, 4391, 131.0896
deposit, 18, 4392, 1902.2415
withdrawal, 40, 4393, 317.4055
withdrawal, 30, 4394, 2474.4913
dispute, 25, 3387,
dispute, 33, 737,
deposit, 21, 4395, 2580.5844
withdrawal, 48, 4396, 190.8997
deposit, 21, 4397, 3407.8137
withdrawal, 42, 4398, 931.1860
withdrawal, 16, 4399, 1843.4046
dispute, 2, 3940,
withdrawal, 25, 4400, 1904.6960
deposit, 44, 4401, 2283.1773
deposit, 44, 4402, 624.1275
withdrawal, 35, 4403, 879.5361
deposit, 24, 4404, 1341.6123
withdrawal, 34, 4405, 1965.8669
dispute, 13, 4336,
deposit, 19, 4406, 928.4445
withdrawal, 9, 4407, 3417.6280
dispute, 18, 1203,
resolve, 13, 2279,
deposit, 7, 4408, 1700.9304
resolve, 6, 370,
withdrawal, 35, 4409, 3807.4911
resolve, 31, 1385,
deposit, 11, 4410, 4843.1400
withdrawal, 38, 4411, 1108.2607
dispute, 22, 2444,
deposit, 7, 4412, 1117.7684
withdrawal, 33, 4413, 531.0532
resolve, 24, 677,
deposit, 34, 4414, 1314.2468
withdrawal, 36, 4415, 1621.8818
withdrawal, 49, 4416, 2438.8420
deposit, 17, 4417, 1121.0336
dispute, 41, 3366,
dispute, 37, 3018,
deposit, 39, 4418, 2421.2455
deposit, 34, 4419, 4165.1227
deposit, 16, 4420, 1345.6690
deposit, 24, 4421, 1050.9294
deposit, 21, 4422, 1468.2500
deposit, 21, 4423, 1011.4860
resolve, 12, 2925,
resolve, 31, 261,
deposit, 16, 4424, 3994.0187
resolve, 21, 1345,
withdrawal, 10, 4425, 3485.6296
dispute, 7, 181,
deposit, 3, 4426, 3881.6686
resolve, 25, 515,
withdrawal, 45, 4427, 2958.6740
dispute, 4, 4117,
deposit, 31, 4428, 33.6327
withdrawal, 16, 4429, 4223.5110
deposit, 50, 4430, 1741.5813
withdrawal, 9, 4431, 4675.8699
deposit, 50, 4432, 2140.7589
withdrawal, 21, 4433, 4320.1721
deposit, 27, 4434, 3961.4780
dispute, 29, 1320,
withdrawal, 32, 4435, 3530.5083
deposit, 48, 4436, 4465.8548
withdrawal, 41, 4437, 1697.6811
deposit, 24, 4438, 3983.0123
deposit, 46, 4439, 4207.8817
resolve, 33, 737,
deposit, 6, 4440, 4062.0894
resolve, 22, 196,
dispute, 3, 2491,
withdrawal, 41, 4441, 1147.8670
deposit, 15, 4442, 363.7409
resolve, 42, 173,
deposit, 21, 4443, 4342.4255
withdrawal, 1, 4444, 1619.8830
withdrawal, 34, 4445, 1020.4564
withdrawal, 36, 4446, 3690.7756
dispute, 19, 2791,
withdrawal, 40, 4447, 1915.3379
withdrawal, 46, 4448, 2453.1471
deposit, 45, 4449, 4952.3152
dispute, 29, 2234,
withdrawal, 42, 4450, 2066.3973
withdrawal, 9, 4451, 1831.4706
resolve, 48, 846,
deposit, 14, 4452, 4748.5158
deposit, 14, 4453, 4026.9238
deposit, 35, 4454, 4038.6458
deposit, 9, 4455, 952.1187
dispute, 13, 4390,
withdrawal, 1, 4456, 3134.5599
deposit, 4, 4457, 1885.7817
deposit, 6, 4458, 2597.9530
withdrawal, 32, 4459, 800.7541
withdrawal, 30, 4460, 1725.0356
withdrawal, 50, 4461, 2358.3038
deposit, 6, 4462, 3325.7866
withdrawal, 12, 4463, 4499.2582
deposit, 21, 4464, 1301.7034
withdrawal, 36, 4465, 3138.6727
withdrawal, 25, 4466, 773.7748
withdrawal, 3, 4467, 1627.1713
dispute, 33, 4056,
withdrawal, 30, 4468, 1912.0640
deposit, 16, 4469, 3647.7813
withdrawal, 36, 4470, 4345.1518
deposit, 8, 4471, 3227.1015
deposit, 30, 4472, 3437.4142
resolve, 46, 1833,
deposit, 2, 4473, 1629.1131
resolve, 37, 971,
deposit, 48, 4474, 2059.7014
dispute, 7, 3407,
deposit, 38, 4475, 376.8145
deposit, 36, 4476, 2753.2947
deposit, 11, 4477, 1625.5126
dispute, 16, 3275,
resolve, 14, 1353,
withdrawal, 27, 4478, 610.7828
resolve, 30, 607,
deposit, 11, 4479, 4041.2092
deposit, 2, 4480, 2855.2186
resolve, 17, 2670,
deposit, 40, 4481, 3577.4545
dispute, 29, 3895,
withdrawal, 29, 4482, 13.4405
deposit, 29, 4483, 349.4125
withdrawal, 16, 4484, 3333.6027
withdrawal, 49, 4485, 2635.0004
withdrawal, 8, 4486, 1071.1861
resolve, 21, 2890,
deposit, 16, 4487, 653.3417
deposit, 44, 4488, 3763.7449
dispute, 24, 4327,
deposit, 4, 4489, 2739.8974
withdrawal, 3, 4490, 1326.5579
withdrawal, 39, 4491, 4054.1642
withdrawal, 30, 4492, 2593.1200
withdrawal, 37, 4493, 2191.8498
withdrawal, 45, 4494, 3699.9056
deposit, 24, 4495, 3336.7396
deposit, 16, 4496, 3187.1357
resolve, 4, 1071,
deposit, 13, 4497, 86.6852
withdrawal, 16, 4498, 4612.7233
withdrawal, 37, 4499, 4275.9281
deposit, 8, 4500, 2301.0739
dispute, 11, 4341,
deposit, 6, 4501, 114.2030
resolve, 37, 2339,
deposit, 48, 4502, 1741.2378
deposit, 20, 4503, 994.1976
deposit, 48, 4504, 2556.9049
withdrawal, 13, 4505, 4558.2722
withdrawal, 31, 4506, 413.2392
deposit, 32, 4507, 464.6462
withdrawal, 10, 4508, 1989.0976
deposit, 47, 4509, 758.9370
resolve, 8, 3378,
withdrawal, 27, 4510, 2332.7641
dispute, 4, 3663,
deposit, 6, 4511, 579.6696
deposit, 7, 4512, 647.5125
deposit, 8, 4513, 3087.5398
withdrawal, 9, 4514, 3614.9968
resolve, 34, 663,
deposit, 40, 4515, 3733.8655
deposit, 19, 4516, 2859.4193
deposit, 22, 4517, 1042.0096
dispute, 12, 4249,
deposit, 20, 4518, 3883.2438
deposit, 49, 4519, 3925.0051
dispute, 6, 4440,
deposit, 26, 4520, 3126.7420
withdrawal, 22, 4521, 4299.2192
deposit, 21, 4522, 4909.9192
deposit, 19, 4523, 1877.8847
dispute, 38, 2327,
dispute, 47, 4367,
deposit, 48, 4524, 3679.9163
withdrawal, 14, 4525, 3578.3667
withdrawal, 23, 4526, 641.0167
dispute, 32, 1988,
deposit, 30, 4527, 593.2518
withdrawal, 28, 4528, 4675.8443
deposit, 35, 4529, 1833.4531
deposit, 9, 4530, 1060.0631
dispute, 5, 91,
resolve, 10, 887,
deposit, 8, 4531, 1809.1130
deposit, 15, 4532, 2787.6421
deposit, 11, 4533, 2995.3341
deposit, 47, 4534, 3607.7375
deposit, 28, 4535, 4309.8215
dispute, 15, 4532,
deposit, 42, 4536, 4725.7622
dispute, 21, 4422,
deposit, 41, 4537, 3210.2050
deposit, 46, 4538, 4332.2716
withdrawal, 4, 4539, 623.4735
withdrawal, 26, 4540, 4782.9454
deposit, 50, 4541, 3199.1935
deposit, 20, 4542, 3114.5321
deposit, 38, 4543, 3385.3424
dispute, 24, 1623,
deposit, 17, 4544, 2397.8575
deposit, 17, 4545, 2308.7294
dispute, 3, 2980,
deposit, 8, 4546, 193.6521
withdrawal, 48, 4547, 3962.6496
deposit, 7, 4548, 2246.6289
deposit, 6, 4549, 2444.9211
withdrawal, 3, 4550, 2721.8632
deposit, 47, 4551, 3350.9724
dispute, 10, 815,
withdrawal, 22, 4552, 3521.5189
deposit, 13, 4553, 2541.8154
withdrawal, 7, 4554, 1232.5151
deposit, 15, 4555, 1660.6965
withdrawal, 19, 4556, 1805.6057
deposit, 18, 4557, 2460.1657
withdrawal, 26, 4558, 874.9032
deposit, 2, 4559, 87.1481
withdrawal, 23, 4560, 2658.4585
withdrawal, 23, 4561, 2234.0992
deposit, 39, 4562, 1268.8033
deposit, 8, 4563, 2806.2894
dispute, 43, 4305,
dispute, 26, 2508,
resolve, 17, 2085,
withdrawal, 10, 4564, 394.6672
deposit, 34, 4565, 1202.7392
deposit, 31, 4566, 94.9031
deposit, 18, 4567, 2014.9218
withdrawal, 20, 4568, 4825.4047
dispute, 2, 418,
withdrawal, 29, 4569, 2942.5715
deposit, 8, 4570, 4569.6470
withdrawal, 48, 4571, 3275.5160
withdrawal, 35, 4572, 3841.3635
withdrawal, 46, 4573, 2814.6040
deposit, 46, 4574, 3155.3729
withdrawal, 1, 4575, 1575.2349
dispute, 46, 85,
withdrawal, 17, 4576, 3052.7921
dispute, 38, 3854,
withdrawal, 26, 4577, 3916.6293
withdrawal, 32, 4578, 3194.4080
deposit, 13, 4579, 2316.2388
deposit, 8, 4580, 4068.3265
deposit, 36, 4581, 3749.5338
deposit, 25, 4582, 4777.2602
deposit, 32, 4583, 1433.2752
deposit, 31, 4584, 2855.0895
deposit, 12, 4585, 3810.9756
deposit, 14, 4586, 3684.8398
deposit, 43, 4587, 2954.8754
deposit, 37, 4588, 4559.8482
deposit, 29, 4589, 4035.0671
deposit, 17, 4590, 825.7137
deposit, 43, 4591, 697.8330
dispute, 4, 2918,
deposit, 11, 4592, 528.4560
withdrawal, 11, 4593, 3303.7798
withdrawal, 41, 4594, 4016.2475
resolve, 7, 3407,
withdrawal, 6, 4595, 1176.0537
withdrawal, 49, 4596, 3076.0474
dispute, 33, 2536,
deposit, 10, 4597, 4487.2342
withdrawal, 29, 4598, 4812.5961
withdrawal, 35, 4599, 2518.2477
withdrawal, 19, 4600, 4639.0169
resolve, 5, 964,
deposit, 20, 4601, 2675.5198
resolve, 8, 1155,
resolve, 34, 4248,
deposit, 29, 4602, 4862.5958
deposit, 1, 4603, 2695.4988
deposit, 2, 4604, 1297.5035
withdrawal, 31, 4605, 1600.9908
deposit, 12, 4606, 4210.5938
deposit, 6, 4607, 1497.7784
deposit, 49, 4608, 3239.7600
withdrawal, 11, 4609, 2554.4915
deposit, 38, 4610, 1352.0807
resolve, 43, 300,
deposit, 30, 4611, 3631.0272
withdrawal, 43, 4612, 4651.0750
deposit, 41, 4613, 250.1270
deposit, 23, 4614, 1146.6864
deposit, 6, 4615, 3950.5830
withdrawal, 23, 4616, 2135.7483
deposit, 36, 4617, 3211.6341
dispute, 19, 2976,
withdrawal, 36, 4618, 1120.6535
resolve, 23, 2550,
deposit, 12, 4619, 1464.2494
withdrawal, 39, 4620, 4631.1355
deposit, 19, 4621, 4175.4330
deposit, 35, 4622, 1243.2747
deposit, 40, 4623, 2146.5413
deposit, 33, 4624, 1561.9684
deposit, 1, 4625, 764.7464
deposit, 25, 4626, 711.6985
deposit, 23, 4627, 2899.9870
withdrawal, 41, 4628, 2033.1548
deposit, 9, 4629, 1.7166
withdrawal, 50, 4630, 1110.0130
deposit, 35, 4631, 3483.4392
deposit, 3, 4632, 4401.6714
deposit, 17, 4633, 1975.9427
withdrawal, 49, 4634, 2636.0465
withdrawal, 5, 4635, 2124.5722
deposit, 5, 4636, 445.9093
dispute, 8, 2443,
deposit, 23, 4637, 3305.9057
deposit, 41, 4638, 4074.3169
deposit, 14, 4639, 3573.6739
deposit, 14, 4640, 2375.5520
deposit, 1, 4641, 1708.6451
deposit, 3, 4642, 4591.7532
deposit, 33, 4643, 471.9779
deposit, 45, 4644, 109.6545
withdrawal, 18, 4645, 3752.3823
deposit, 17, 4646, 622.8467
dispute, 21, 4443,
dispute, 19, 2295,
withdrawal, 26, 4647, 4225.6397
resolve, 48, 572,
withdrawal, 50, 4648, 2578.9361
dispute, 39, 4102,
resolve, 3, 4061,
withdrawal, 1, 4649, 4331.4938
deposit, 36, 4650, 727.3010
withdrawal, 29, 4651, 1354.3505
dispute, 7, 3143,
withdrawal, 12, 4652, 4595.5836
withdrawal, 17, 4653, 2729.5751
resolve, 35, 2283,
withdrawal, 38, 4654, 1979.1379
withdrawal, 29, 4655, 1558.0790
resolve, 37, 182,
deposit, 21, 4656, 1701.4250
deposit, 21, 4657, 4017.8965
withdrawal, 8, 4658, 3068.4856
dispute, 44, 4365,
deposit, 31, 4659, 4973.4201
deposit, 25, 4660, 4445.7691
deposit, 8, 4661, 351.9184
deposit, 44, 4662, 3640.9883
dispute, 39, 2997,
deposit, 14, 4663, 2106.2442
deposit, 46, 4664, 3238.0925
deposit, 38, 4665, 1299.5268
deposit, 4, 4666, 1894.9147
withdrawal, 2, 4667, 2970.5870
deposit, 20, 4668, 4034.9678
deposit, 38, 4669, 1251.0888
withdrawal, 25, 4670, 4993.2001
withdrawal, 18, 4671, 3927.5857
deposit, 36, 4672, 3066.9524
dispute, 27, 1967,
dispute, 11, 2190,
deposit, 21, 4673, 2117.9535
withdrawal, 49, 4674, 2215.4804
dispute, 2, 1989,
deposit, 50, 4675, 1594.6614
deposit, 33, 4676, 4026.3232
dispute, 9, 1327,
dispute, 26, 4317,
deposit, 41, 4677, 921.6269
deposit, 45, 4678, 1445.9523
withdrawal, 41, 4679, 1670.0105
deposit, 15, 4680, 4626.7615
